Title,Year,Genres,Language,Country,Content_Rating,Duration,Aspect_Ratio,Budget,Gross_Earnings,Director,Actor1,Actor2,Actor3,Reviews_by_Users,Reviews_by_Critics,IMDB_Score
The Wendell Baker Story,2005,Comedy Drama Romance,English,USA,PG-13,99,2.35,8000000,127144,Andrew Wilson,Will Ferrell,Eddie Griffin,Jacob Vargas,27,32,5.5
The White Countess,2005,Drama History Romance War,English,UK,PG-13,135,1.66,16000000,1666262,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,78,64,6.7
The Work and the Glory II: American Zion,2005,Drama Western,English,USA,PG-13,100,2.35,6500000,2024854,Sterling Van Wagenen,Emily Podleski,Eric Johnson,Brenda Strong,21,4,6.6
The World's Fastest Indian,2005,Biography Drama Sport,English,New Zealand,PG-13,127,2.35,25000000,5128124,Roger Donaldson,Anthony Hopkins,Antony Starr,Craig Hall,251,126,7.9
Three Burials,2005,Adventure Crime Drama Mystery Western,English,France,R,107,2.35,15000000,5023275,Tommy Lee Jones,Levon Helm,Dwight Yoakam,Guillermo Arriaga,199,172,7.5
Thumbsucker,2005,Comedy Drama,English,USA,R,96,2.35,4000000,1325073,Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,91,114,6.6
Transamerica,2005,Adventure Comedy Drama,English,USA,R,103,1.85,1000000,9013113,Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese,230,169,7.4
Transporter 2,2005,Action Crime Thriller,English,France,PG-13,87,2.35,32000000,43095600,Louis Leterrier,Jason Statham,Jason Flemyng,Matthew Modine,340,163,6.3
Tristram Shandy: A Cock and Bull Story,2005,Comedy Drama,English,UK,R,94,2.35,2800000,1247453,Michael Winterbottom,Steve Coogan,Shirley Henderson,Dylan Moran,123,122,6.8
Trust the Man,2005,Comedy Drama Romance,English,USA,R,103,2.35,9000000,1530535,Bart Freundlich,Billy Crudup,Garry Shandling,Dagmara Dominczyk,63,100,5.7
Underclassman,2005,Action Comedy Crime Drama Thriller,English,USA,PG-13,95,2.35,25000000,5654777,Marcos Siega,Cheech Marin,Nick Cannon,Kaylee DeFer,26,31,4.1
Undiscovered,2005,Comedy Music Romance,English,Germany,PG-13,97,2.35,9000000,1046166,Meiert Avis,Fisher Stevens,Kip Pardue,Perrey Reeves,45,41,4.2
Unleashed,2005,Action Crime Drama Thriller,English,France,R,103,2.35,45000000,24520892,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,303,177,7
V for Vendetta,2005,Action Drama Thriller,English,USA,R,132,2.35,54000000,70496802,James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,2042,525,8.2
Valiant,2005,Adventure Animation Comedy Family War,English,UK,G,76,1.85,35000000,19447478,Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,80,93,5.6
Wah-Wah,2005,Drama,English,UK,R,97,2.35,7000000,233103,Richard E. Grant,Emily Watson,Julie Walters,Miranda Richardson,50,49,6.9
Waiting...,2005,Comedy,English,USA,R,94,1.85,3000000,16101109,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,236,91,6.8
Walk the Line,2005,Biography Drama Music Romance,English,USA,PG-13,153,2.39,28000000,119518352,James Mangold,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,815,291,7.9
Wal-Mart: The High Cost of Low Price,2005,Documentary,English,USA,Not Rated,20,1.85,1500000,47197,Robert Greenwald,Lee Scott,Jon Hunter,Matt Hunter,70,56,6.8
War of the Worlds,2005,Adventure Sci-Fi Thriller,English,USA,PG-13,116,1.85,132000000,234277056,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,2741,401,6.5
Where the Truth Lies,2005,Crime Drama Mystery Thriller,English,Canada,R,107,2.35,25000000,871527,Atom Egoyan,Colin Firth,Alison Lohman,Rachel Blanchard,128,97,6.5
White Noise,2005,Drama Horror Mystery Thriller,English,UK,PG-13,101,2.35,10000000,55865715,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,403,173,5.5
Winter Passing,2005,Comedy Drama,English,USA,R,98,1.85,3500000,101228,Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,53,50,6.4
xXx: State of the Union,2005,Action Adventure Crime Thriller,English,USA,PG-13,101,2.35,87000000,26082914,Lee Tamahori,Sunny Mabrey,Nona Gaye,Xzibit,213,77,4.3
Zathura: A Space Adventure,2005,Action Adventure Comedy Family Fantasy Sci-Fi,English,USA,PG,101,1.85,65000000,28045540,Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo,202,136,6.1
10th & Wolf,2006,Crime Drama Thriller,English,USA,R,107,2.35,8000000,53481,Robert Moresco,Brian Dennehy,Brad Renfro,Dash Mihok,34,26,6.4
16 Blocks,2006,Action Crime Drama Thriller,English,Germany,PG-13,102,2.35,52000000,36883539,Richard Donner,Bruce Willis,David Zayas,Sasha Roiz,305,199,6.6
300,2006,Action Drama Fantasy War,English,USA,R,117,2.35,65000000,210592590,Zack Snyder,Gerard Butler,Michael Fassbender,Vincent Regan,2073,460,7.7
A Good Year,2006,Comedy Drama Romance,English,USA,PG-13,117,2.35,35000000,7458269,Ridley Scott,Archie Panjabi,Albert Finney,Richard Coyle,196,147,6.9
A Prairie Home Companion,2006,Comedy Drama Music,English,USA,PG-13,105,2.35,10000000,20338609,Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,280,211,6.8
A Scanner Darkly,2006,Animation Drama Mystery Sci-Fi Thriller,English,USA,R,100,1.85,8700000,5480996,Richard Linklater,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,293,232,7.1
Akeelah and the Bee,2006,Drama,English,USA,PG,112,2.35,8000000,18811135,Doug Atchison,Curtis Armstrong,Sean Michael Afable,Tzi Ma,172,95,7.5
Alex Rider: Operation Stormbreaker,2006,Action Adventure Family Thriller,English,Germany,PG,93,2.35,40000000,652526,Geoffrey Sax,Alex Pettyfer,Sophie Okonedo,Ashley Walters,187,66,5.1
All the Boys Love Mandy Lane,2006,Horror,English,USA,R,90,2.35,750000,NA,Jonathan Levine,Luke Grimes,Michael Welch,Whitney Able,129,233,5.6
All the King's Men,2006,Drama Thriller,English,Germany,PG-13,128,1.85,55000000,7221458,Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,178,127,6.2
Alone with Her,2006,Crime Drama Thriller,English,USA,Not Rated,78,1.85,1000000,10018,Eric Nicholas,Jordana Spiro,Ana Claudia TalancÃ³n,Jonathon Trent,31,71,6.1
American Dreamz,2006,Comedy Music,English,USA,PG-13,107,1.85,19000000,7156725,Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,217,153,5.5
An Inconvenient Truth,2006,Documentary,English,USA,PG,96,1.85,1500000,23808111,Davis Guggenheim,Billy West,Al Gore,NA,504,372,7.5
Aquamarine,2006,Comedy Family Fantasy Romance,English,USA,PG,104,1.85,12000000,18595716,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,150,66,5.3
Arthur and the Invisibles,2006,Adventure Animation Family Fantasy,English,France,PG,94,2.35,86000000,15131330,Luc Besson,Mia Farrow,Adam LeFevre,Penny Balfour,64,101,6
ATL,2006,Comedy Crime Drama Music Romance,English,USA,PG-13,105,2.35,20000000,21160089,Chris Robinson,T.I.,Adam Boyer,Malika,92,54,6
Babel,2006,Drama,English,France,R,143,1.85,25000000,34300771,Alejandro G. IÃ±Ã¡rritu,Brad Pitt,Harriet Walter,Dermot Crowley,908,285,7.5
Bandidas,2006,Action Comedy Crime Western,English,France,PG-13,93,2.35,32000000,18381890,Joachim RÃ¸nning,Salma Hayek,Sam Shepard,Dwight Yoakam,76,58,5.7
Barnyard,2006,Animation Comedy Family,English,Germany,PG,90,1.85,51000000,72601713,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,155,98,5.6
Basic Instinct 2,2006,Crime Mystery Thriller,English,UK,R,116,2.35,70000000,5851188,Michael Caton-Jones,Charlotte Rampling,Indira Varma,Neil Maskell,313,159,4.2
Beer League,2006,Comedy Sport,English,USA,R,86,NA,2800000,475000,Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,53,20,6
Beerfest,2006,Comedy,English,USA,R,110,2.35,17500000,19179969,Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,177,91,6.3
Bella,2006,Drama Romance,English,USA,PG-13,91,1.85,3300000,8108247,Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo VerÃ¡stegui,174,60,7.4
Big Momma's House 2,2006,Comedy Crime,English,USA,PG-13,99,1.85,40000000,70163652,John Whitesell,ChloÃ« Grace Moretz,Nia Long,Marisol Nichols,82,65,4.6
Black Christmas,2006,Horror,English,USA,R,94,2.35,9000000,16235293,Glen Morgan,Oliver Hudson,Crystal Lowe,Andrea Martin,278,186,4.5
Black Snake Moan,2006,Drama Music,English,USA,R,116,2.35,15000000,9396487,Craig Brewer,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,200,197,7
Blood Diamond,2006,Adventure Drama Thriller,English,Germany,R,143,2.35,100000000,57366262,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,657,166,8
Bobby,2006,Drama History,English,USA,R,112,2.35,14000000,11204499,Emilio Estevez,Anthony Hopkins,Nick Cannon,Brian Geraghty,270,195,7
Bon Cop Bad Cop,2006,Action Comedy Crime Thriller,English,Canada,R,116,2.35,8000000,12740705,Erik Canuel,Colm Feore,Richard Howland,Sarain Boylan,90,28,7
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,English,USA,R,82,1.85,18000000,128505958,Larry Charles,Luenell,Ken Davitian,Chester,1198,343,7.3
Captain Alatriste: The Spanish Musketeer,2006,Adventure Drama History Romance Thriller War,Spanish,Spain,NA,145,1.85,24000000,23482607,AgustÃ­n DÃ­az Yanes,Viggo Mortensen,Elena Anaya,Eduardo Noriega,84,31,6.1
Cars,2006,Adventure Animation Comedy Family Sport,English,USA,G,117,2.35,120000000,244052771,John Lasseter,John Ratzenberger,Cheech Marin,George Carlin,584,256,7.2
Casino Royale,2006,Action Adventure Thriller,English,UK,PG-13,144,2.35,150000000,167007184,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,2301,400,8
Catch a Fire,2006,Biography Drama History,English,France,PG-13,98,2.35,14000000,4291965,Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna,59,108,6.7
Charlotte's Web,2006,Comedy Family Fantasy,English,USA,G,97,1.85,85000000,82506325,Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,102,120,6.4
Children of Men,2006,Drama Sci-Fi Thriller,English,USA,R,109,1.85,76000000,35286428,Alfonso CuarÃ³n,Charlie Hunnam,Danny Huston,Rita Davies,1206,372,7.9
Clerks II,2006,Comedy,English,USA,R,97,1.85,5000000,24138847,Kevin Smith,Ethan Suplee,Jason Mewes,Brian O'Halloran,472,174,7.4
Click,2006,Comedy Drama Fantasy Romance,English,USA,PG-13,107,1.85,70000000,137340146,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,685,173,6.4
Come Early Morning,2006,Drama Romance,English,USA,R,97,1.85,6000000,117560,Joey Lauren Adams,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,29,36,6.2
Copying Beethoven,2006,Biography Drama Music,English,USA,PG-13,104,2.35,11000000,352786,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,86,78,6.8
Crank,2006,Action Crime Thriller,English,USA,R,93,1.78,12000000,27829874,Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,444,170,7
Crossover,2006,Action Sport,English,USA,PG-13,95,1.85,5600000,7009668,Preston A. Whitmore II,Wesley Jonathan,Wayne Brady,Eva Marcille,36,25,2.1
Curious George,2006,Adventure Animation Comedy Family,English,USA,G,78,1.85,50000000,58336565,Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,118,87,6.6
Date Movie,2006,Comedy Romance,English,USA,PG-13,85,1.85,20000000,48546578,Aaron Seltzer,Alyson Hannigan,Carmen Electra,Fred Willard,613,99,2.7
Deck the Halls,2006,Comedy Family,English,USA,PG,93,1.85,51000000,35092918,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,110,71,4.9
DOA: Dead or Alive,2006,Action Adventure,English,USA,PG-13,87,2.35,21000000,480314,Corey Yuen,Steve Howey,Holly Valance,Sarah Carter,180,110,4.8
Doogal,2006,Adventure Animation Comedy Family Fantasy,English,USA,G,77,1.85,20000000,7382993,Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,114,31,2.8
Dreamgirls,2006,Drama Music Musical,English,USA,PG-13,130,2.35,70000000,103338338,Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,503,241,6.5
Driving Lessons,2006,Comedy Drama,English,UK,PG-13,98,1.85,4700000,238774,Jeremy Brock,Rupert Grint,Julie Walters,Tamsin Egerton,70,64,6.8
Eight Below,2006,Adventure Drama Family,English,USA,PG,120,2.35,40000000,81593527,Frank Marshall,Paul Walker,Bruce Greenwood,Wendy Crewson,263,118,7.3
Employee of the Month,2006,Comedy Romance,English,USA,PG-13,103,1.85,12000000,28435406,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,151,85,5.5
Eragon,2006,Action Adventure Family Fantasy,English,USA,PG,104,2.35,100000000,75030163,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,1690,170,5.1
Eye of the Dolphin,2006,Comedy Drama Family,English,USA,PG-13,100,1.85,2500000,71904,Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris,18,18,5.7
Facing the Giants,2006,Drama Sport,English,USA,PG,111,1.85,100000,10174663,Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,382,31,6.7
Factory Girl,2006,Biography Drama,English,USA,R,99,1.85,7000000,1654367,George Hickenlooper,Hayden Christensen,Jimmy Fallon,Beth Grant,106,117,6.4
Failure to Launch,2006,Comedy Romance,English,USA,PG-13,95,2.35,50000000,88658172,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,242,143,5.6
Farce of the Penguins,2006,Animation Comedy,English,USA,R,80,1.85,5000000,NA,Bob Saget,Alyson Hannigan,John Stamos,Jim Belushi,47,19,4.2
Fido,2006,Comedy Drama Horror Sci-Fi,English,Canada,R,93,2.35,8000000,298110,Andrew Currie,Alexia Fast,Henry Czerny,Kesun Loder,98,140,6.8
Final Destination 3,2006,Horror,English,Germany,R,86,2.35,25000000,54098051,James Wong,Chelan Simmons,Gina Holden,Crystal Lowe,571,216,5.8
Find Me Guilty,2006,Biography Comedy Crime Drama,English,Germany,R,125,1.85,13000000,1172769,Sidney Lumet,Peter Dinklage,Vin Diesel,Alex Rocco,108,94,7.1
Firewall,2006,Crime Thriller,English,USA,PG-13,105,2.35,50000000,48745150,Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,306,171,5.8
Flags of Our Fathers,2006,Drama History War,English,USA,R,135,2.35,90000000,33574332,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,415,279,7.1
Flicka,2006,Adventure Drama Family,English,USA,PG,95,2.35,15000000,20998709,Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,76,46,6.2
Flushed Away,2006,Adventure Animation Comedy Family,English,UK,PG,85,1.85,149000000,64459316,David Bowers,Hugh Jackman,Kate Winslet,David Suchet,122,135,6.7
Flyboys,2006,Action Adventure Drama History Romance War,English,UK,PG-13,140,2.35,60000000,13082288,Tony Bill,James Franco,Tyler Labine,Philip Winchester,247,123,6.6
For Your Consideration,2006,Comedy,English,USA,PG-13,86,1.85,12000000,5542025,Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,150,144,6.3
Friends with Money,2006,Comedy Drama Romance,English,USA,R,88,2.35,6500000,13367101,Nicole Holofcener,Greg Germann,Marin Hinkle,Jake Cherry,166,111,5.9
Fur: An Imaginary Portrait of Diane Arbus,2006,Biography Drama Romance,English,USA,R,122,1.85,16800000,220914,Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,97,105,6.5
Garfield 2,2006,Animation Comedy Family Fantasy,English,UK,PG,86,1.85,60000000,28424210,Tim Hill,Bill Murray,Roger Rees,Ben Falcone,74,77,5
Glory Road,2006,Biography Drama Sport,English,USA,PG,118,2.35,30000000,42643187,James Gartner,Mehcad Brooks,Austin Nichols,Derek Luke,145,95,7.2
Grandma's Boy,2006,Comedy,English,USA,R,90,2.35,5000000,6088249,Nicholaus Goossen,Linda Cardellini,Joel David Moore,Shirley Jones,202,61,7
Gridiron Gang,2006,Crime Drama Sport,English,USA,PG-13,125,2.35,30000000,38432823,Phil Joanou,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,134,85,6.9
Half Nelson,2006,Drama,English,USA,R,106,1.85,700000,2694973,Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,189,208,7.2
Happily N'Ever After,2006,Adventure Animation Comedy Family Fantasy,English,USA,PG,75,1.85,47000000,15519841,Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,71,93,4.5
Happy Feet,2006,Animation Comedy Family Music Romance,English,USA,PG,108,2.35,100000000,197992827,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,548,206,6.5
Hatchet,2006,Comedy Horror,English,USA,R,93,1.85,1500000,240396,Adam Green,Joel David Moore,Kane Hodder,Joel Murray,235,229,5.7
High School Musical,2006,Comedy Drama Family Music Musical Romance,English,USA,TV-G,98,1.33,4200000,252000000,Kenny Ortega,Lucas Grabeel,Corbin Bleu,Olesya Rulin,726,57,5.2
Hoot,2006,Adventure Comedy Family,English,USA,PG,91,1.85,15000000,8080116,Wil Shriner,Logan Lerman,Neil Flynn,Tim Blake Nelson,66,49,5.6
I Want Someone to Eat Cheese With,2006,Comedy Romance,English,USA,R,80,1.85,1500000,194568,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick,28,32,6.2
Ice Age: The Meltdown,2006,Action Adventure Animation Comedy Family Fantasy,English,USA,PG,115,1.85,80000000,195329763,Carlos Saldanha,Denis Leary,Ray Romano,Jay Leno,253,164,6.9
Idiocracy,2006,Adventure Comedy Sci-Fi,English,USA,R,84,1.85,2400000,438653,Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,David Herman,434,121,6.6
Idlewild,2006,Crime Drama Musical Romance,English,USA,R,121,2.35,15000000,12549485,Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,91,81,6.2
In Her Line of Fire,2006,Action Drama,English,Germany,R,88,1.85,1000000,721,Brian Trenchard-Smith,David Keith,Mariel Hemingway,Jesse Hutch,12,8,4.1
Infamous,2006,Biography Crime Drama,English,USA,R,118,1.85,13000000,1150403,Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,102,129,7.1
Inside Man,2006,Crime Drama Mystery Thriller,English,USA,R,129,2.35,45000000,88504640,Spike Lee,Denzel Washington,James Ransone,Peter Gerety,646,230,7.6
Ira & Abby,2006,Comedy Romance,English,USA,R,101,1.85,3500000,220234,Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,24,30,6.5
Iraq for Sale: The War Profiteers,2006,Documentary War,English,USA,NA,75,1.78,750000,NA,Robert Greenwald,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko,24,21,7.7
Jackass Number Two,2006,Action Comedy Documentary,English,USA,R,92,1.85,11500000,72755517,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,196,104,7.1
Jimmy and Judy,2006,Crime Drama Thriller,English,USA,R,99,NA,1000000,NA,Randall Rubin,Nicole Randall Johnson,A.J. Buckley,James Eckhouse,26,23,6.2
Jindabyne,2006,Crime Drama Mystery Thriller,English,Australia,R,118,2.35,15000000,399879,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,115,75,6.4
Just My Luck,2006,Comedy Fantasy Romance,English,USA,PG-13,103,1.85,28000000,17324744,Donald Petrie,Samaire Armstrong,Carlos Ponce,Faizon Love,149,98,5.3
Keeping Up with the Steins,2006,Comedy,English,USA,PG-13,90,1.85,5000000,4328294,Scott Marshall,Miranda Cosgrove,Jami Gertz,Carter Jenkins,41,43,5.4
Lady in the Water,2006,Drama Fantasy Mystery Thriller,English,USA,PG-13,110,1.85,70000000,42272747,M. Night Shyamalan,Bryce Dallas Howard,Freddy RodrÃ­guez,Bob Balaban,1040,284,5.6
Lake of Fire,2006,Documentary,English,USA,Unrated,152,NA,6500000,23807,Tony Kaye,Noam Chomsky,Pat Buchanan,Bill Baird,29,47,8.3
Larry the Cable Guy: Health Inspector,2006,Comedy Romance,English,USA,PG-13,89,1.33,4000000,15655665,Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,112,37,3.1
Last Holiday,2006,Adventure Comedy Drama,English,USA,PG-13,112,2.35,45000000,38360195,Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,116,99,6.4
Let's Go to Prison,2006,Comedy Crime,English,USA,R,90,1.85,4000000,4613815,Bob Odenkirk,Dylan Baker,Chi McBride,Amy Hill,58,46,6
Little Big Top,2006,Comedy,English,USA,NA,83,NA,240000,NA,Ward Roberts,Sid Haig,Jacob Zachar,Travis Betz,1,2,6.5
Little Children,2006,Drama Romance,English,USA,R,137,2.35,26000000,5459824,Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,320,251,7.6
Little Miss Sunshine,2006,Comedy Drama,English,USA,R,101,2.35,8000000,59889948,Jonathan Dayton,Steve Carell,Steven Christopher Parker,Jill Talley,889,270,7.9
Littleman,2006,Comedy Crime,English,USA,PG-13,98,1.85,64000000,58255287,Keenen Ivory Wayans,Chazz Palminteri,Brittany Daniel,John Witherspoon,187,78,4.3
London to Brighton,2006,Crime Drama Thriller,English,UK,R,85,2.35,500000,449681,Paul Andrew Williams,Lorraine Stanley,Johnny Harris,Georgia Groome,72,68,7
Loving Annabelle,2006,Drama Romance,English,USA,Not Rated,76,1.85,1000000,NA,Katherine Brooks,Ilene Graff,Kevin McCarthy,Laura Breckenridge,75,14,6.7
Lucky Number Slevin,2006,Crime Drama Mystery Thriller,English,Germany,R,110,2.35,27000000,22494487,Paul McGuigan,Bruce Willis,Morgan Freeman,Dorian Missick,507,202,7.8
Madea's Family Reunion,2006,Comedy Drama Romance,English,USA,PG-13,107,1.85,6000000,63231524,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,137,46,5
Man of the Year,2006,Comedy Drama Romance Thriller,English,USA,PG-13,115,2.35,20000000,37442180,Barry Levinson,Robin Williams,Tina Fey,Amy Poehler,236,111,6.2
Marie Antoinette,2006,Biography Drama History Romance,English,USA,PG-13,123,1.85,40000000,15962471,Sofia Coppola,Kirsten Dunst,Shirley Henderson,Rip Torn,619,260,6.4
Miss Potter,2006,Biography Drama Romance,English,UK,PG,88,2.35,30000000,2975649,Chris Noonan,Emily Watson,Bill Paterson,Lucy Boynton,142,124,7
Mission: Impossible III,2006,Action Adventure Thriller,English,USA,PG-13,124,2.35,150000000,133382309,J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,871,310,6.9
